          -165.11714             0.00000
          -161.78144             0.00000
          -158.44574             0.00000
          -155.11004             0.00000
          -151.77434             0.00000
          -148.43864             0.00000
          -145.10294             0.00000
          -141.76724             0.00000
          -138.43154             0.00000
          -135.09584             0.00000
          -131.76014             0.00000
          -128.42444             0.00000
          -125.08874             0.00000
          -121.75304             0.00000
          -118.41734             0.00000
          -115.08164             0.00000
          -111.74594             0.00000
          -108.41024             0.00000
          -105.07454             0.00000
          -101.73884             0.00000
           -98.40314             0.00000
           -95.06744             0.00000
           -91.73174             0.00000
           -88.39604             0.00000
           -85.06034             0.00000
           -81.72464             0.00000
           -78.38895             0.00000
           -75.05325             0.00000
           -71.71755             0.00000
           -68.38185             0.00000
           -65.04615             0.00000
           -61.71045             0.00000
           -58.37475             0.00000
           -55.03905             0.00000
           -51.70335             0.00000
           -48.36765             0.00000
           -45.03195             0.00000
           -41.69625             0.00000
           -38.36055             0.00000
           -35.02485             0.00000
           -31.68915             0.00000
           -28.35345             0.00000
           -25.01775             0.00000
           -21.68205             0.00000
           -18.34635             0.00000
           -15.01065             0.00000
           -11.67495             0.00000
            -8.33925             0.00000
            -5.00355             0.00000
            -1.66785             0.00000
             1.66785             0.00001
             5.00355             0.00001
             8.33925             0.00008
            11.67495             0.00011
            15.01065             0.00011
            18.34635             0.00017
            21.68205             0.00027
            25.01775             0.00039
            28.35345             0.00043
            31.68915             0.00056
            35.02485             0.00061
            38.36055             0.00075
            41.69625             0.00099
            45.03195             0.00102
            48.36765             0.00112
            51.70335             0.00131
            55.03905             0.00130
            58.37475             0.00111
            61.71045             0.00128
            65.04615             0.00106
            68.38185             0.00156
            71.71755             0.00189
            75.05325             0.00193
            78.38895             0.00116
            81.72465             0.00082
            85.06035             0.00152
            88.39605             0.00126
            91.73175             0.00140
            95.06745             0.00148
            98.40315             0.00168
           101.73885             0.00139
           105.07455             0.00056
           108.41025             0.00028
           111.74595             0.00092
           115.08165             0.00138
           118.41735             0.00146
           121.75305             0.00247
           125.08875             0.00202
           128.42445             0.00246
           131.76015             0.00211
           135.09585             0.00125
           138.43155             0.00070
           141.76725             0.00077
           145.10295             0.00089
           148.43865             0.00065
           151.77435             0.00031
           155.11005             0.00051
           158.44575             0.00062
           161.78145             0.00112
           165.11715             0.00162
           168.45285             0.00132
           171.78855             0.00063
           175.12425             0.00007
           178.45995             0.00000
           181.79565             0.00007
           185.13135             0.00111
           188.46705             0.00151
           191.80275             0.00086
           195.13845             0.00100
           198.47415             0.00088
           201.80985             0.00045
           205.14555             0.00000
           208.48125             0.00048
           211.81695             0.00103
           215.15265             0.00136
           218.48835             0.00125
           221.82405             0.00121
           225.15975             0.00053
           228.49545             0.00001
           231.83115             0.00000
           235.16685             0.00000
           238.50254             0.00000
           241.83824             0.00000
           245.17394             0.00000
           248.50964             0.00000
           251.84534             0.00000
           255.18104             0.00000
           258.51674             0.00000
           261.85244             0.00000
           265.18814             0.00000
           268.52384             0.00000
           271.85954             0.00000
           275.19524             0.00000
           278.53094             0.00000
           281.86664             0.00000
           285.20234             0.00000
           288.53804             0.00000
           291.87374             0.00000
           295.20944             0.00000
           298.54514             0.00000
           301.88084             0.00000
           305.21654             0.00000
           308.55224             0.00000
           311.88794             0.00000
           315.22364             0.00000
           318.55934             0.00000
           321.89504             0.00205
           325.23074             0.00241
           328.56644             0.00139
           331.90214             0.00002
           335.23784             0.00000
           338.57354             0.00095
           341.90924             0.00086
           345.24494             0.00062
           348.58064             0.00059
           351.91634             0.00064
           355.25204             0.00070
           358.58774             0.00103
           361.92344             0.00049
           365.25914             0.00000
           368.59484             0.00000
           371.93054             0.00000
           375.26624             0.00000
           378.60194             0.00048
           381.93764             0.00156
           385.27334             0.00276
           388.60904             0.00108
           391.94474             0.00000
           395.28044             0.00000
           398.61614             0.00000
           401.95184             0.00000
           405.28754             0.00000
           408.62324             0.00000
           411.95894             0.00000
           415.29464             0.00000
           418.63034             0.00000
           421.96604             0.00191
           425.30174             0.00148
           428.63744             0.00215
           431.97314             0.00034
           435.30884             0.00000
           438.64454             0.00000
           441.98024             0.00002
           445.31594             0.00108
           448.65164             0.00168
           451.98734             0.00168
           455.32304             0.00142
           458.65874             0.00000
           461.99444             0.00000
           465.33014             0.00000
           468.66584             0.00000
           472.00154             0.00000
