10.          4.20007524
20.          4.20065257
30.          4.20195552
40.          4.20379818
50.          4.20607855
60.          4.20875487
70.          4.21181662
80.          4.21527241
90.          4.21914052
100.           4.22344188
110.           4.22819608
120.           4.23341967
130.           4.23912591
140.           4.24532515
150.           4.25202536
160.           4.25923275
170.           4.26695219
180.           4.27518759
190.          4.2839421
200.           4.29321826
210.           4.30301803
220.           4.31334287
230.           4.32419367
240.           4.33557077
250.          4.3474739
260.           4.35990216
270.           4.37285401
280.           4.38632726
290.           4.40031905
300.           4.41482586
